student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,study_efficiency,health_score,engagement_score
S1586,22,0,5.0,2.8,0.0,1,92.5,6.1,0,3,1,2,7,1,83.5,1.3157894736842106,0.7033333333333333,0.6416666666666667
S1587,19,1,4.3,1.1,2.0,0,78.9,7.5,1,4,2,0,5,0,71.4,1.048780487804878,0.6388888888888888,0.5963333333333334
S1588,20,2,3.8,3.0,3.4,0,76.4,7.8,0,1,1,0,2,0,61.5,0.5135135135135135,0.648888888888889,0.588
S1589,21,1,5.0,2.3,0.2,0,78.9,6.8,2,6,0,1,1,0,75.4,1.4285714285714286,0.5599999999999999,0.5963333333333334
S1590,17,0,0.0,4.6,1.2,0,96.2,6.1,2,6,0,0,7,0,42.0,0.0,0.5366666666666666,0.654
S1591,24,0,4.5,4.4,2.2,0,85.1,6.5,0,4,1,1,1,0,64.0,0.5921052631578947,0.7722222222222221,0.617
S1592,21,0,2.5,1.9,3.2,1,83.2,6.5,0,5,2,0,3,0,60.1,0.4098360655737705,0.8277777777777778,0.2773333333333334
S1593,20,0,0.8,2.3,1.3,1,83.9,5.5,2,3,0,1,6,0,34.7,0.1739130434782609,0.35000000000000003,0.2796666666666667
S1594,20,1,4.3,2.4,1.0,1,97.9,7.2,1,3,1,0,6,0,88.0,0.9772727272727272,0.5733333333333334,0.32633333333333336
S1595,20,1,5.6,2.0,0.0,0,77.5,7.1,0,4,0,0,7,0,100.0,1.8666666666666665,0.7922222222222222,0.5916666666666667
S1596,21,1,3.3,2.7,1.9,0,98.2,8.3,0,3,0,2,1,0,66.1,0.5892857142857143,0.7766666666666667,0.6606666666666666
S1597,23,1,4.9,1.6,4.0,0,87.1,8.0,0,5,0,2,7,0,95.5,0.7424242424242425,0.8777777777777778,0.6236666666666667
S1598,20,0,5.9,1.1,2.1,1,83.4,5.7,2,2,2,0,2,1,86.4,1.4047619047619049,0.3011111111111111,0.6113333333333334
S1599,22,1,5.5,3.2,1.8,0,100.0,7.5,0,0,1,2,6,0,77.3,0.9166666666666666,0.5833333333333334,0.6666666666666666
S1600,21,1,6.0,3.3,2.2,0,74.4,5.4,0,0,1,0,8,1,90.2,0.9230769230769231,0.5133333333333333,0.9146666666666667
S1601,24,2,4.6,1.5,1.8,0,81.5,7.3,0,0,1,1,5,1,80.2,1.069767441860465,0.5766666666666667,0.9383333333333334
S1602,20,0,3.6,3.6,0.9,0,72.7,5.9,2,2,3,0,10,1,72.9,0.6545454545454545,0.30777777777777776,0.9089999999999999
S1603,22,0,1.1,1.7,2.7,0,94.5,5.3,0,3,3,0,3,0,35.8,0.20370370370370372,0.6766666666666667,0.6483333333333333
S1604,23,2,3.1,2.8,2.0,0,100.0,6.8,2,4,2,1,8,1,72.8,0.5344827586206897,0.4488888888888889,1.0
S1605,19,1,2.2,3.5,1.8,0,100.0,3.3,1,6,0,1,8,0,67.6,0.34920634920634924,0.61,0.6666666666666666
S1606,23,1,6.8,2.5,0.7,0,97.2,4.4,1,1,0,2,4,0,93.1,1.6190476190476188,0.3688888888888889,0.6573333333333333
S1607,24,0,3.2,3.0,3.2,0,83.0,6.3,2,3,0,0,8,1,57.5,0.4444444444444445,0.37666666666666665,0.9433333333333334
S1608,20,0,3.7,1.9,2.5,0,81.3,6.6,0,2,0,1,5,1,61.1,0.6851851851851851,0.6644444444444444,0.9376666666666665
S1609,24,1,4.3,2.3,1.2,0,68.3,6.1,2,5,1,2,5,0,77.4,0.9555555555555555,0.4811111111111111,0.5609999999999999
S1610,21,0,3.6,2.3,2.9,0,100.0,4.6,0,2,2,1,3,0,69.6,0.5806451612903226,0.5977777777777777,0.6666666666666666
S1611,18,1,6.0,1.6,1.3,0,89.7,5.5,0,6,1,2,7,0,100.0,1.5384615384615383,0.85,0.6323333333333333
S1612,20,1,2.6,2.3,0.9,0,80.1,7.0,0,0,2,1,9,0,69.3,0.6190476190476191,0.5666666666666667,0.6003333333333333
S1613,18,0,3.8,0.6,1.0,0,98.3,7.2,0,3,0,0,9,0,85.7,1.4615384615384615,0.7399999999999999,0.661
S1614,22,0,2.4,1.9,0.0,0,75.3,6.5,1,6,1,1,1,0,53.9,0.8275862068965517,0.7166666666666667,0.5843333333333334
S1615,19,0,1.5,2.2,2.3,0,89.1,7.9,0,0,0,0,1,0,43.7,0.2727272727272727,0.5966666666666667,0.6303333333333333
S1616,17,1,2.6,2.2,0.0,0,83.3,7.0,0,1,0,1,10,0,79.3,0.8125,0.6222222222222222,0.611
S1617,24,0,3.4,2.2,0.4,0,91.4,5.6,0,5,1,2,5,0,71.3,0.9444444444444444,0.7977777777777778,0.638
S1618,23,1,2.9,2.4,0.0,0,84.4,6.2,1,0,0,0,1,1,61.4,0.8529411764705882,0.37333333333333335,0.9480000000000001
S1619,19,1,2.5,3.1,1.7,0,70.5,4.8,1,1,1,1,4,0,45.1,0.4310344827586207,0.3822222222222222,0.5683333333333334
S1620,20,0,1.4,3.5,1.6,0,85.8,6.4,0,2,3,0,1,0,39.8,0.22950819672131148,0.6577777777777778,0.6193333333333334
S1621,18,0,3.4,1.7,1.4,0,95.5,7.8,1,0,2,1,2,0,70.7,0.8292682926829269,0.4266666666666667,0.6516666666666667
S1622,23,0,1.2,1.1,0.7,0,84.7,7.3,0,0,0,0,2,1,35.6,0.4285714285714286,0.5766666666666667,0.949
S1623,18,0,4.6,1.2,0.5,0,92.8,8.2,1,4,2,1,4,0,93.0,1.7037037037037035,0.6622222222222222,0.6426666666666666
S1624,21,0,3.6,1.9,2.3,0,74.5,6.1,1,5,0,0,8,1,83.2,0.6923076923076924,0.6477777777777778,0.915
S1625,18,0,1.3,2.1,1.2,0,84.7,8.1,2,5,1,1,2,1,46.6,0.3023255813953489,0.5477777777777778,0.949
S1626,21,1,3.0,1.6,2.1,0,78.8,6.3,1,6,0,1,9,1,70.8,0.6382978723404255,0.71,0.9293333333333332
S1627,22,1,2.4,0.9,0.8,0,92.5,8.3,0,2,0,0,9,0,78.3,0.8888888888888888,0.721111111111111,0.6416666666666667
S1628,23,1,4.0,2.0,2.0,0,85.3,6.5,0,4,2,1,2,1,70.7,0.8,0.7722222222222221,0.951
S1629,23,1,5.5,2.7,3.2,1,91.9,7.3,0,6,1,1,1,0,82.6,0.7971014492753623,0.91,0.30633333333333335
S1630,17,0,0.7,3.2,2.4,0,95.9,8.3,1,1,2,0,10,1,50.3,0.10606060606060606,0.4988888888888889,0.9863333333333334
S1631,20,0,3.7,1.8,1.3,0,91.9,6.3,0,6,2,1,10,0,80.9,0.902439024390244,0.8766666666666666,0.6396666666666667
S1632,21,1,3.3,2.0,2.1,0,87.7,6.8,2,1,0,2,9,1,75.4,0.6470588235294118,0.2822222222222222,0.959
S1633,17,1,4.5,1.4,1.5,0,75.0,8.0,1,2,2,1,2,1,83.7,1.153846153846154,0.5444444444444444,0.9166666666666666
S1634,18,0,3.8,2.5,1.8,0,85.0,6.3,2,5,1,0,8,0,76.8,0.7169811320754716,0.4877777777777778,0.6166666666666667
S1635,18,1,2.4,1.5,1.4,0,79.7,4.9,2,1,2,2,3,0,45.8,0.6153846153846154,0.2188888888888889,0.5990000000000001
S1636,17,0,3.0,3.2,1.6,0,81.6,9.1,0,2,0,0,1,1,58.4,0.5172413793103448,0.7477777777777778,0.9386666666666666
S1637,23,0,2.3,0.4,2.0,0,81.3,5.9,0,6,3,1,1,1,70.3,0.676470588235294,0.8633333333333333,0.9376666666666665
S1638,18,0,5.1,2.1,0.7,1,75.2,6.7,0,1,2,1,10,1,99.4,1.3421052631578947,0.6122222222222222,0.584
S1639,24,0,3.5,2.9,0.7,0,65.4,7.9,2,3,1,1,2,0,62.9,0.7608695652173914,0.43,0.5513333333333333
S1640,22,0,6.4,2.7,0.3,1,78.3,5.8,1,0,1,0,7,0,98.0,1.6,0.36000000000000004,0.26099999999999995
S1641,22,1,3.4,5.7,0.0,0,86.9,5.3,1,6,0,2,6,0,74.7,0.5074626865671642,0.6766666666666667,0.6230000000000001
S1642,24,0,2.4,2.9,0.5,0,71.5,6.8,0,5,1,1,2,1,50.4,0.5454545454545454,0.8377777777777777,0.9049999999999999
S1643,17,0,1.2,1.3,2.0,0,85.2,4.3,0,6,1,1,4,0,49.4,0.27906976744186046,0.8099999999999999,0.6173333333333333
S1644,24,1,0.8,2.4,0.8,0,100.0,6.2,0,3,0,0,2,1,35.3,0.19047619047619047,0.7066666666666667,1.0
S1645,21,0,1.1,0.4,2.4,1,95.2,6.8,1,2,3,0,1,1,46.3,0.2894736842105263,0.5044444444444444,0.6506666666666666
S1646,21,0,3.9,2.4,1.8,0,100.0,6.2,2,2,1,0,3,0,68.4,0.75,0.31777777777777777,0.6666666666666666
S1647,17,0,4.3,1.5,0.0,0,88.9,4.6,2,6,3,0,4,0,84.2,1.72,0.48666666666666664,0.6296666666666667
S1648,24,0,1.1,3.6,2.5,0,96.7,8.4,1,3,1,1,10,1,54.6,0.15492957746478875,0.6133333333333334,0.989
S1649,21,0,4.8,1.8,2.7,0,77.8,6.6,0,6,0,0,5,0,88.0,0.8727272727272727,0.8866666666666667,0.5926666666666667
S1650,23,0,2.8,2.4,0.7,0,78.6,8.2,0,0,0,1,5,0,61.5,0.6829268292682927,0.6066666666666666,0.5953333333333334
S1651,24,0,3.7,1.7,2.3,1,57.6,6.2,1,0,2,0,7,0,75.7,0.74,0.37333333333333335,0.19200000000000003
S1652,23,0,5.9,4.6,0.9,0,96.9,5.4,1,4,0,0,10,0,100.0,0.9076923076923078,0.5688888888888889,0.6563333333333333
S1653,21,0,4.8,2.1,1.9,0,100.0,6.8,0,1,1,1,8,0,82.6,0.96,0.6155555555555555,0.6666666666666666
S1654,22,0,3.1,4.7,0.4,0,79.5,6.2,1,4,2,1,9,0,71.5,0.5081967213114754,0.5955555555555555,0.5983333333333333
S1655,21,0,2.2,3.5,0.0,0,82.5,5.1,2,0,0,0,7,0,57.6,0.48888888888888893,0.17,0.6083333333333333
S1656,23,1,0.3,3.1,1.4,1,77.5,8.3,1,3,0,1,5,0,36.1,0.05454545454545454,0.61,0.25833333333333336
S1657,19,0,2.4,2.9,1.7,0,88.8,5.8,0,1,0,0,9,1,67.4,0.4285714285714286,0.5822222222222222,0.9626666666666667
S1658,20,0,3.2,3.0,1.4,1,96.2,4.3,1,3,2,1,8,0,74.8,0.5925925925925926,0.4766666666666666,0.3206666666666667
S1659,18,1,2.0,0.2,0.5,0,67.6,8.1,1,4,0,0,10,1,73.6,1.1764705882352942,0.6588888888888889,0.892
S1660,24,0,3.3,2.2,1.4,0,89.1,5.9,1,2,1,1,9,1,79.5,0.717391304347826,0.47444444444444445,0.9636666666666667
S1661,19,1,3.6,3.5,2.1,0,82.2,5.8,1,3,0,2,10,0,62.5,0.5454545454545455,0.5266666666666667,0.6073333333333334
S1662,21,1,3.2,2.4,1.8,0,86.1,4.4,0,4,3,0,8,1,76.3,0.6153846153846154,0.7022222222222222,0.9536666666666666
S1663,22,0,2.5,0.8,2.0,0,89.6,8.6,0,4,1,1,6,0,75.6,0.6578947368421053,0.8422222222222221,0.632
S1664,17,1,3.8,2.4,1.1,0,83.1,5.0,0,4,1,1,4,0,64.4,0.8444444444444444,0.7222222222222222,0.6103333333333333
S1665,21,0,4.2,4.5,3.1,0,84.0,6.6,1,2,1,0,9,0,75.3,0.48837209302325585,0.4977777777777777,0.6133333333333333
S1666,22,0,1.9,4.0,0.5,1,82.9,7.6,1,2,3,0,9,1,50.4,0.34545454545454546,0.5311111111111111,0.6096666666666667
S1667,20,0,5.6,2.4,2.3,0,94.7,7.0,0,6,1,0,10,1,100.0,0.9824561403508772,0.9,0.9823333333333334
S1668,21,1,3.4,3.6,3.1,0,89.2,6.4,1,2,0,1,10,0,76.4,0.4415584415584416,0.4911111111111111,0.6306666666666666
S1669,23,1,3.5,2.1,2.3,0,87.2,4.5,1,1,0,1,9,0,69.9,0.6481481481481481,0.37222222222222223,0.624
S1670,17,0,4.6,0.5,1.6,0,72.3,5.5,1,2,2,1,10,1,88.9,1.4838709677419353,0.4611111111111111,0.9076666666666666
S1671,22,2,3.8,1.4,1.2,0,81.2,6.7,1,2,1,0,3,1,70.4,1.0555555555555556,0.5011111111111112,0.9373333333333335
S1672,22,0,4.9,4.4,2.9,0,94.0,5.6,0,2,0,1,3,0,69.4,0.5903614457831325,0.6311111111111111,0.6466666666666666
S1673,22,1,3.9,2.2,0.2,0,85.4,6.7,2,3,2,0,6,1,84.9,1.1470588235294117,0.38999999999999996,0.9513333333333334
S1674,20,0,2.6,2.2,0.7,0,91.6,7.3,2,2,1,2,6,0,63.6,0.6666666666666666,0.3544444444444444,0.6386666666666666
S1675,21,0,4.0,2.1,1.4,0,100.0,7.7,0,1,0,1,6,0,82.2,0.8888888888888888,0.6455555555555555,0.6666666666666666
S1676,20,0,1.8,4.8,3.2,0,95.4,5.0,1,4,0,1,5,0,37.4,0.2,0.5555555555555555,0.6513333333333334
S1677,24,1,3.7,4.5,2.2,0,85.9,9.1,1,3,3,1,5,0,73.8,0.4805194805194805,0.6366666666666666,0.6196666666666667
S1678,18,0,3.5,5.2,0.7,1,79.9,7.4,1,0,2,1,2,1,53.4,0.5072463768115941,0.41333333333333333,0.5996666666666667
S1679,18,0,3.2,2.3,1.5,0,59.5,6.5,1,2,0,1,7,0,64.2,0.6666666666666667,0.49444444444444446,0.5316666666666666
S1680,24,2,3.3,2.9,1.1,0,83.3,7.8,2,6,3,1,4,0,70.4,0.6599999999999999,0.5933333333333334,0.611
S1681,21,1,0.7,0.7,1.0,0,81.7,9.3,2,6,3,0,3,0,51.5,0.25925925925925924,0.6433333333333334,0.6056666666666667
S1682,23,0,2.7,4.3,2.9,0,88.9,4.8,2,4,3,0,8,0,53.4,0.3292682926829269,0.3822222222222222,0.6296666666666667
S1683,20,0,3.6,1.1,0.3,1,83.5,6.2,0,4,1,1,4,0,77.2,1.5,0.7622222222222222,0.2783333333333333
S1684,17,1,3.7,2.8,3.6,0,81.8,3.6,0,3,0,1,4,1,59.8,0.5,0.62,0.9393333333333334
S1685,22,0,2.0,1.2,2.7,0,67.2,6.7,2,6,0,0,8,0,55.4,0.4081632653061224,0.5566666666666666,0.5573333333333333
S1686,22,0,5.4,1.8,3.0,1,75.6,6.9,0,0,1,0,1,0,69.9,0.9310344827586208,0.5633333333333334,0.25199999999999995
S1687,21,1,2.2,1.5,1.3,1,89.8,6.5,2,5,2,0,9,0,71.6,0.5789473684210527,0.49444444444444446,0.29933333333333334
S1688,23,1,5.0,1.8,1.6,0,100.0,5.7,1,6,1,2,7,0,92.9,1.1363636363636362,0.6900000000000001,0.6666666666666666
S1689,18,0,4.1,1.9,0.2,0,84.0,4.0,0,6,3,1,2,0,72.4,1.3225806451612903,0.7999999999999999,0.6133333333333333
S1690,18,1,2.5,1.8,1.2,1,88.3,6.9,0,1,1,0,6,0,70.5,0.625,0.6188888888888889,0.29433333333333334
S1691,22,0,6.2,3.5,2.3,0,94.5,8.2,0,5,0,1,8,0,100.0,0.911764705882353,0.8844444444444445,0.6483333333333333
S1692,21,1,1.7,1.2,3.2,0,76.9,5.8,1,4,1,0,5,1,37.4,0.31481481481481477,0.5822222222222222,0.923
S1693,20,0,4.9,2.8,0.6,0,88.7,7.0,0,5,1,0,6,0,88.7,1.1136363636363638,0.8444444444444444,0.629
S1694,18,1,5.0,4.0,1.4,0,77.6,4.6,0,6,1,2,10,0,88.6,0.78125,0.82,0.592
S1695,20,0,2.5,1.9,1.6,0,93.6,7.0,1,4,0,1,8,0,68.5,0.5555555555555556,0.6222222222222222,0.6453333333333333
S1696,23,2,5.6,1.6,0.3,0,86.5,6.0,0,5,2,1,6,0,100.0,1.9310344827586206,0.8111111111111112,0.6216666666666667
S1697,18,2,3.1,2.2,2.5,0,88.0,5.6,1,4,1,1,9,0,66.9,0.543859649122807,0.5755555555555555,0.6266666666666666
S1698,18,0,3.9,3.9,1.0,0,77.2,5.6,0,4,1,2,9,0,71.5,0.6610169491525423,0.7422222222222222,0.5906666666666667
S1699,19,1,3.9,2.7,1.6,0,92.1,6.0,0,3,0,0,9,0,77.8,0.7358490566037734,0.7000000000000001,0.6403333333333333
S1700,18,0,3.3,1.9,1.3,0,100.0,7.0,2,0,0,2,6,1,67.7,0.7857142857142856,0.2333333333333333,1.0
S1701,24,1,4.7,3.1,0.9,0,74.9,4.9,1,4,1,0,9,1,96.4,0.9400000000000001,0.5522222222222223,0.9163333333333333
S1702,17,1,4.7,1.2,1.8,0,81.6,6.0,0,1,2,1,3,0,83.1,1.175,0.5888888888888889,0.6053333333333333
S1703,24,1,0.9,3.3,1.6,1,87.3,6.5,2,6,0,1,5,0,37.9,0.15254237288135591,0.5499999999999999,0.291
S1704,21,0,5.5,3.0,1.4,0,92.9,5.2,0,6,1,1,2,1,76.3,1.0185185185185184,0.84,0.9763333333333334
S1705,21,0,1.0,2.1,1.0,0,79.4,8.7,0,1,0,0,8,1,52.6,0.24390243902439027,0.6788888888888889,0.9313333333333333
S1706,20,0,5.0,1.5,2.2,0,56.7,5.5,2,2,2,0,4,0,83.6,1.0638297872340425,0.29444444444444445,0.5223333333333334
S1707,24,1,5.2,1.4,3.6,0,98.6,5.7,1,4,0,0,6,0,92.0,0.8666666666666667,0.5788888888888889,0.662
S1708,24,1,1.9,3.1,2.0,0,92.6,5.3,1,4,3,2,6,0,53.2,0.3114754098360656,0.5655555555555556,0.642
S1709,24,2,2.9,4.0,2.9,0,67.6,8.7,2,4,1,1,5,1,56.4,0.36708860759493667,0.5122222222222222,0.892
S1710,23,1,1.8,1.7,0.3,0,78.9,7.2,0,5,1,1,1,0,58.1,0.6,0.851111111111111,0.5963333333333334
S1711,18,1,3.2,3.1,2.0,0,100.0,5.4,1,4,1,0,7,0,70.9,0.5245901639344263,0.5688888888888889,0.6666666666666666
S1712,17,1,3.0,0.0,0.6,1,99.5,7.8,0,4,0,0,10,0,98.7,1.875,0.8155555555555556,0.33166666666666667
S1713,20,0,4.7,1.8,0.2,1,94.4,6.7,0,1,0,1,8,0,83.3,1.5666666666666667,0.6122222222222222,0.3146666666666667
S1714,24,0,5.5,2.5,1.0,0,83.2,6.8,0,0,0,1,1,1,80.6,1.2222222222222223,0.5599999999999999,0.944
S1715,24,1,5.6,1.4,3.1,0,85.8,6.1,1,0,2,1,10,0,91.3,1.018181818181818,0.36999999999999994,0.6193333333333334
S1716,19,1,2.7,1.4,2.8,0,83.7,5.6,1,2,1,0,7,1,63.5,0.5192307692307694,0.46444444444444444,0.9456666666666668
S1717,20,0,3.2,1.7,2.1,1,96.3,6.9,1,1,2,0,4,1,66.3,0.6666666666666666,0.45222222222222225,0.6543333333333333
S1718,24,0,1.0,2.9,0.1,0,76.2,5.8,2,4,0,1,6,0,49.9,0.25,0.4155555555555555,0.5873333333333334
S1719,20,1,2.3,2.3,1.6,1,76.9,8.7,0,0,1,1,9,0,68.9,0.4693877551020407,0.6233333333333333,0.25633333333333336
S1720,18,0,4.9,0.0,2.1,1,95.1,5.0,1,3,0,0,5,0,94.2,1.5806451612903227,0.5,0.317
S1721,19,1,5.9,0.0,2.0,1,84.6,8.3,2,3,1,1,8,0,100.0,1.9666666666666668,0.44333333333333336,0.282
S1722,20,1,1.6,1.8,0.0,0,98.8,6.4,1,3,0,1,5,0,58.6,0.5714285714285715,0.5466666666666667,0.6626666666666666
S1723,17,0,2.6,3.0,0.8,0,78.3,6.9,1,4,0,0,2,0,53.2,0.5416666666666667,0.6188888888888889,0.5943333333333333
S1724,17,1,3.5,0.0,1.7,0,84.5,7.5,2,4,1,0,4,1,70.5,1.2962962962962963,0.47222222222222215,0.9483333333333333
S1725,21,0,3.9,1.9,2.4,0,75.8,5.7,1,2,0,0,2,0,64.0,0.7358490566037736,0.4677777777777778,0.586
S1726,19,1,2.3,1.9,0.0,1,85.1,7.5,0,6,0,2,7,1,77.4,0.793103448275862,0.9166666666666666,0.617
S1727,19,1,4.1,4.2,1.6,0,70.2,3.3,1,2,1,1,7,0,57.4,0.6029411764705881,0.3877777777777778,0.5673333333333334
S1728,21,2,2.8,2.0,2.0,0,80.1,5.6,0,2,3,0,3,1,59.9,0.5599999999999999,0.6311111111111111,0.9336666666666668
S1729,20,1,3.5,3.0,2.7,0,70.6,5.4,0,5,1,1,7,0,66.7,0.5223880597014925,0.7911111111111112,0.5686666666666667
S1730,19,0,4.3,2.7,2.6,1,91.9,5.0,1,3,0,1,1,0,58.4,0.6825396825396824,0.5,0.30633333333333335
S1731,17,1,3.5,0.0,2.4,0,92.2,6.2,1,4,2,2,1,0,63.6,1.0294117647058825,0.5955555555555555,0.6406666666666667
S1732,17,1,2.8,3.4,0.9,0,67.7,7.0,2,3,2,0,9,0,62.6,0.5283018867924527,0.39999999999999997,0.559
S1733,24,1,3.3,2.8,0.0,0,98.3,7.3,0,2,0,1,6,0,70.6,0.868421052631579,0.6877777777777778,0.661
S1734,18,0,3.4,3.1,1.4,0,100.0,6.8,2,4,0,1,5,0,75.2,0.6181818181818182,0.4488888888888889,0.6666666666666666
S1735,19,1,2.9,7.2,2.9,1,85.5,5.7,0,1,1,1,6,0,50.1,0.26126126126126126,0.5788888888888889,0.285
S1736,20,0,3.1,0.0,3.3,0,78.6,6.9,0,0,0,0,6,0,72.8,0.7209302325581396,0.5633333333333334,0.5953333333333334
S1737,21,1,5.9,4.6,2.6,1,100.0,6.6,0,0,1,0,1,1,72.7,0.7195121951219513,0.5533333333333333,0.6666666666666666
S1738,21,2,4.3,2.2,2.3,0,71.8,7.6,0,2,1,1,5,1,76.0,0.7818181818181817,0.6977777777777777,0.906
S1739,20,1,3.1,2.8,2.2,0,85.2,7.4,2,6,0,1,9,1,74.1,0.5166666666666667,0.58,0.9506666666666667
S1740,23,0,4.5,2.4,1.2,1,86.8,6.5,2,3,3,0,4,1,79.0,0.9782608695652175,0.3833333333333333,0.6226666666666666
S1741,22,0,3.0,2.0,1.7,0,98.5,5.4,2,1,0,1,3,0,51.3,0.6382978723404255,0.23555555555555555,0.6616666666666666
S1742,18,0,5.3,1.8,3.6,0,88.6,5.7,0,4,0,0,1,1,71.0,0.8281249999999999,0.7455555555555556,0.9620000000000001
S1743,21,0,4.1,2.9,0.8,1,80.0,5.8,1,6,1,1,2,1,76.4,0.8723404255319148,0.6933333333333334,0.6
S1744,19,0,3.3,0.7,3.6,0,75.5,6.1,2,3,1,1,3,1,52.6,0.6226415094339622,0.36999999999999994,0.9183333333333333
S1745,18,0,4.2,3.4,1.4,0,81.6,6.8,1,2,2,0,4,0,74.0,0.7241379310344827,0.5044444444444444,0.6053333333333333
S1746,19,1,1.1,2.0,3.3,0,74.9,7.4,1,3,0,1,7,0,42.6,0.17460317460317462,0.58,0.5830000000000001
S1747,23,1,1.8,1.1,0.3,0,85.5,6.4,1,2,1,0,6,0,49.8,0.75,0.4911111111111111,0.6183333333333333
S1748,17,0,1.7,2.0,2.4,0,79.4,6.5,1,5,1,0,8,0,45.7,0.31481481481481477,0.6611111111111111,0.598
S1749,18,0,3.7,4.0,1.0,0,70.1,6.7,1,0,0,2,9,1,77.2,0.6166666666666667,0.38999999999999996,0.9003333333333333
S1750,24,0,6.1,1.9,0.2,0,97.6,5.9,2,6,0,2,6,0,98.5,1.9677419354838708,0.53,0.6586666666666666
S1751,21,0,6.8,2.9,2.0,0,80.0,5.4,0,0,1,0,7,0,96.2,1.1525423728813557,0.5133333333333333,0.6
S1752,18,1,4.5,1.6,2.9,1,72.3,4.4,1,3,1,1,4,1,71.3,0.8181818181818182,0.48,0.5743333333333333
S1753,18,1,4.3,3.4,0.9,0,83.3,5.7,0,1,2,1,2,0,59.2,0.811320754716981,0.5788888888888889,0.611
S1754,18,0,0.8,3.3,0.2,0,85.7,7.1,1,4,0,2,9,0,51.8,0.17777777777777778,0.6255555555555555,0.619
S1755,22,1,2.7,4.7,1.7,1,67.5,5.7,2,2,2,1,9,0,59.3,0.36486486486486486,0.3011111111111111,0.225
S1756,18,1,2.3,2.3,1.7,0,88.3,6.2,1,4,0,1,4,0,58.5,0.45999999999999996,0.5955555555555555,0.6276666666666667
S1757,19,0,2.6,3.3,2.4,0,74.5,7.1,0,0,2,1,3,1,44.5,0.3880597014925374,0.57,0.915
S1758,17,1,3.2,2.6,2.8,0,100.0,7.1,0,1,1,1,10,1,75.4,0.5,0.6255555555555555,1.0
S1759,23,0,2.8,4.1,1.7,1,90.2,5.2,0,1,0,0,6,1,54.9,0.4117647058823529,0.5622222222222222,0.634
S1760,20,1,0.5,1.6,3.8,1,81.0,7.7,1,4,3,0,3,1,30.2,0.078125,0.6455555555555555,0.6033333333333334
S1761,18,0,4.6,3.4,2.0,0,77.5,7.9,1,0,0,1,1,1,71.8,0.7187499999999999,0.43,0.9249999999999999
S1762,21,1,1.9,2.3,1.4,0,84.0,5.1,0,4,1,2,4,0,51.8,0.4042553191489362,0.7255555555555556,0.6133333333333333
S1763,18,1,3.9,2.4,0.0,1,91.1,5.5,1,3,1,2,1,1,59.5,1.1470588235294117,0.5166666666666667,0.637
S1764,21,1,6.6,2.6,1.5,0,84.7,7.9,0,1,2,2,2,0,96.6,1.2941176470588236,0.6522222222222221,0.6156666666666667
S1765,19,1,2.1,2.8,1.4,1,82.8,6.3,2,1,2,0,3,0,44.1,0.4038461538461539,0.26555555555555554,0.27599999999999997
S1766,21,1,0.0,2.4,2.9,0,85.6,3.8,2,3,3,0,8,0,30.5,0.0,0.29333333333333333,0.6186666666666666
S1767,24,1,3.1,2.8,2.3,0,79.0,4.8,2,0,0,0,10,0,63.7,0.5081967213114754,0.16,0.5966666666666667
S1768,20,0,5.2,4.4,0.5,0,81.6,6.2,0,1,1,2,4,0,74.0,0.8813559322033898,0.5955555555555555,0.6053333333333333
S1769,17,1,6.4,3.7,2.0,0,64.1,5.1,0,6,1,1,4,0,98.8,0.9552238805970149,0.8366666666666666,0.547
S1770,21,0,1.7,3.5,2.5,0,94.7,6.0,1,5,0,1,10,0,53.0,0.24285714285714285,0.6444444444444445,0.649
S1771,21,0,4.2,2.0,3.5,0,88.0,6.5,1,5,1,0,9,0,84.6,0.6461538461538462,0.6611111111111111,0.6266666666666666
S1772,17,0,2.8,1.4,2.8,0,77.3,8.3,2,5,2,2,7,0,73.0,0.5384615384615385,0.5544444444444445,0.5910000000000001
S1773,20,1,3.3,3.6,2.6,0,100.0,6.2,0,2,1,2,2,1,57.1,0.45833333333333337,0.6511111111111111,1.0
S1774,18,0,7.5,3.6,1.9,1,85.9,7.8,0,6,0,0,3,0,100.0,1.1538461538461537,0.9266666666666667,0.2863333333333334
S1775,21,1,1.2,4.3,2.2,0,74.6,8.2,0,2,0,0,4,0,36.2,0.16,0.7177777777777777,0.582
S1776,17,1,3.9,1.8,3.2,0,93.6,8.2,2,0,1,0,4,0,65.6,0.65,0.2733333333333333,0.6453333333333333
S1777,24,2,4.2,2.2,0.3,1,89.0,6.8,2,3,1,1,10,1,87.5,1.2,0.3933333333333333,0.63
S1778,24,1,5.1,0.5,1.4,0,88.9,4.1,1,4,0,0,8,0,100.0,1.7586206896551724,0.5255555555555556,0.6296666666666667
S1779,19,0,3.6,2.0,1.0,1,80.7,7.1,1,6,0,0,10,0,85.6,0.9,0.7366666666666667,0.269
S1780,17,0,4.0,3.7,2.2,0,89.5,7.8,2,0,1,0,10,1,89.4,0.5797101449275363,0.26,0.965
S1781,19,0,2.9,1.9,3.2,0,82.4,6.4,0,4,0,1,6,0,66.9,0.4754098360655738,0.7688888888888888,0.608
S1782,24,0,3.9,3.3,1.1,1,90.6,8.6,0,0,3,1,3,0,56.0,0.7222222222222222,0.62,0.302
