student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
162325,17,other,business,5.9,3.3,0.6,no,98.9,6.2,poor,4,master,low,4.8,no,3.6,8,6.0,no,2,10.7,dorm,no,high,9,9,6,auditory,6.0,79
162528,25,other,business,4.9,1.5,0.5,yes,98.9,8.3,fair,5,bachelor,medium,8.0,yes,3.59,6,3.9,no,1,7.4,quiet room,yes,high,1,1,10,reading,7.1,83
123552,25,male,engineering,0.2,3.1,2.1,yes,98.9,8.6,good,7,master,medium,7.1,no,3.59,3,4.7,no,0,6.5,co-learning group,yes,medium,9,3,10,visual,9.9,88
121788,27,other,computer science,4.343910321696805,0.9,0.5,yes,98.9,7.2,good,4,some college,low,5.1,yes,3.57,2,4.4,no,1,7.3,cafe,no,high,3,8,7,auditory,3.7,90
134104,22,male,computer science,5.987409851285234,4.9,3.6,no,98.9,4.9,good,5,bachelor,medium,3.2,no,3.56,8,7.2,no,5,15.3,library,yes,high,1,8,7,auditory,5.6,85
121408,27,female,engineering,4.4,1.0,3.5,no,98.9,5.5,good,4,phd,medium,8.1,no,3.55,4,5.5,no,3,9.7,library,yes,low,5,8,7,reading,5.1,82
148749,22,male,computer science,4.369466799115763,0.9,3.8,no,98.9,9.2,good,7,master,high,8.7,no,3.55,8,2.3,no,4,9.4,library,no,high,4,9,6,reading,2.8,86
171948,27,female,psychology,3.4,4.9,3.8,yes,98.9,7.3,good,2,high school,medium,5.9,yes,3.53,4,5.2,no,3,13.1,library,yes,high,7,6,9,auditory,7.7,90
127750,19,female,computer science,4.818875878398721,1.7,0.9,no,98.9,5.3,good,6,master,low,9.6,yes,3.45,3,3.1,no,3,8.6,dorm,yes,medium,9,9,6,kinesthetic,9.0,85
131154,23,female,computer science,5.940872006422251,4.8,3.6,no,98.9,8.7,fair,1,phd,high,5.9,no,3.43,4,3.8,no,5,15.1,co-learning group,no,low,9,9,6,auditory,6.5,81
162388,20,other,business,5.4,2.2,2.3,no,98.9,6.1,good,6,some college,high,3.7,no,3.42,5,2.3,no,3,11.0,co-learning group,no,low,1,7,8,kinesthetic,8.0,88
105029,22,male,engineering,2.0,2.5,2.8,yes,98.9,7.5,good,3,high school,medium,9.3,no,3.41,6,3.1,no,5,8.8,co-learning group,no,low,8,1,10,reading,10.0,81
168911,22,male,engineering,1.9,4.6,0.6,yes,98.9,5.8,fair,7,master,high,6.9,yes,3.39,3,8.7,yes,3,7.4,co-learning group,no,low,10,1,10,kinesthetic,6.3,76
171984,25,male,engineering,6.6,3.0,1.7,yes,98.9,7.7,good,4,master,high,6.3,yes,3.38,2,4.8,no,3,11.8,quiet room,yes,medium,4,2,10,reading,4.5,74
108055,28,other,arts,3.9,2.3,2.4,no,98.9,5.6,fair,4,some college,low,8.4,yes,3.37,8,5.6,no,4,8.6,co-learning group,yes,high,9,9,6,kinesthetic,8.2,88
172807,20,other,psychology,5.0,0.0,0.9,yes,98.9,6.9,good,7,phd,low,4.9,yes,3.34,4,3.4,no,1,6.1,quiet room,no,medium,10,4,10,visual,9.8,87
136209,16,male,biology,3.9,1.9,3.3,no,98.9,5.2,poor,6,high school,high,5.8,no,3.34,4,4.4,no,5,9.3,library,no,low,6,8,7,kinesthetic,7.6,72
126380,20,other,engineering,3.4,1.7,0.1,yes,98.9,6.3,good,5,some college,low,4.7,no,3.33,4,2.8,no,5,5.7,co-learning group,yes,medium,5,1,10,kinesthetic,5.7,86
102071,16,other,business,5.3,1.8,1.8,yes,98.9,9.8,good,0,phd,high,7.1,no,3.29,5,5.7,no,2,9.8,cafe,yes,medium,1,7,8,reading,1.8,83
100446,25,other,business,4.5,0.5,3.7,yes,98.9,8.9,good,3,some college,high,8.4,yes,3.27,7,3.4,no,2,9.7,cafe,yes,low,3,7,8,visual,7.8,84
177510,16,female,engineering,4.5,1.9,1.5,yes,98.9,6.7,fair,0,phd,low,6.4,yes,3.24,1,8.6,yes,0,9.3,dorm,yes,high,7,3,10,auditory,8.6,88
119473,19,male,psychology,0.2,2.7,2.9,no,98.9,5.7,fair,5,bachelor,low,7.7,no,3.24,7,4.4,no,2,7.1,library,no,high,3,8,7,reading,8.0,89
167428,18,other,business,3.0,4.5,0.1,no,98.9,8.2,poor,5,high school,medium,10.0,no,3.14,5,4.8,no,5,9.3,co-learning group,no,medium,7,4,10,visual,9.2,81
163611,19,female,computer science,4.924973298653636,4.9,2.4,no,98.9,5.8,fair,0,high school,medium,6.1,yes,3.13,4,5.2,no,5,12.9,quiet room,yes,medium,9,6,9,kinesthetic,1.6,81
172813,25,male,engineering,1.9,0.8,2.4,no,98.9,11.0,good,6,bachelor,medium,10.0,no,3.12,5,4.6,no,0,6.1,co-learning group,yes,low,10,4,10,auditory,7.6,75
122155,17,female,business,1.5,0.8,1.2,yes,98.9,6.6,good,3,some college,medium,6.1,no,3.12,5,5.9,no,5,4.3,dorm,yes,high,4,3,10,auditory,9.1,78
132105,18,female,business,7.2,3.6,1.8,no,98.9,5.6,good,3,high school,low,4.4,no,3.1,1,6.6,no,4,12.7,co-learning group,no,low,9,5,10,kinesthetic,5.2,73
116103,18,female,business,6.6,0.9,0.8,yes,98.9,7.8,fair,3,phd,high,7.7,no,3.08,1,6.0,no,4,10.2,cafe,no,low,6,4,10,kinesthetic,6.5,73
166800,17,male,computer science,2.140809627064216,3.0,1.1,yes,98.9,7.0,good,3,master,high,6.5,yes,3.06,3,6.0,no,0,6.6,quiet room,yes,medium,9,5,10,reading,7.4,77
177332,16,other,business,2.2,1.0,2.2,no,98.9,8.9,good,6,bachelor,high,5.9,yes,3.01,7,3.1,no,5,6.4,quiet room,no,low,7,2,10,visual,6.8,78
144152,16,other,psychology,1.6,4.1,3.8,no,98.9,4.6,poor,4,bachelor,medium,7.2,yes,3.0,4,3.9,no,2,10.7,library,yes,medium,1,2,10,auditory,2.7,70
123071,23,other,business,5.7,3.2,3.7,no,98.9,5.8,fair,6,bachelor,low,8.6,no,2.99,3,5.8,no,0,13.0,library,no,low,5,2,10,kinesthetic,3.8,76
152000,19,other,engineering,2.0,3.3,0.3,yes,98.9,6.6,fair,7,high school,medium,5.8,yes,2.95,7,5.4,no,2,6.7,quiet room,no,medium,1,6,9,reading,6.8,67
175850,24,other,computer science,4.807514422497891,4.6,1.6,yes,98.9,4.5,good,1,high school,medium,4.0,yes,2.94,8,5.3,no,4,12.1,cafe,yes,low,4,6,9,auditory,8.3,79
106257,22,female,business,4.7,1.7,0.9,no,98.9,9.3,good,7,master,high,7.0,no,2.91,5,5.7,no,0,7.5,dorm,yes,high,1,1,10,reading,2.7,71
140425,28,female,business,6.2,3.7,1.5,yes,98.9,9.7,fair,6,bachelor,low,8.8,no,2.89,3,6.2,no,2,12.4,dorm,no,medium,8,2,10,reading,5.9,76
110751,19,female,business,4.8,3.1,1.1,no,98.9,7.6,fair,6,high school,high,5.4,yes,2.89,6,2.1,no,0,9.0,co-learning group,no,medium,2,1,10,reading,9.6,60
108251,17,male,arts,3.1,0.8,3.9,yes,98.9,7.0,fair,2,bachelor,high,7.8,no,2.89,6,5.5,no,2,9.4,library,yes,medium,10,2,10,kinesthetic,5.4,74
127808,25,male,engineering,5.1,4.7,3.7,no,98.9,5.5,good,0,master,medium,3.7,yes,2.88,4,7.3,no,0,15.3,library,yes,low,7,2,10,visual,3.6,73
148021,16,female,arts,4.9,1.4,3.9,no,98.9,5.2,poor,5,high school,medium,4.2,yes,2.84,3,7.6,no,2,11.5,library,no,low,2,2,10,auditory,9.2,67
164029,24,female,biology,3.2,1.5,1.5,yes,98.9,8.8,poor,0,master,low,5.6,yes,2.84,8,6.3,no,5,8.1,dorm,yes,low,8,1,10,visual,8.0,70
126812,17,male,arts,4.9,2.4,3.3,yes,98.9,6.5,fair,4,some college,medium,9.2,no,2.81,8,5.8,no,1,11.1,co-learning group,yes,medium,1,3,10,visual,7.3,69
108007,19,other,computer science,5.641767492004226,2.8,0.8,no,98.9,8.7,poor,0,high school,high,5.2,yes,2.76,3,6.6,no,0,10.0,library,no,high,10,4,10,kinesthetic,6.7,68
141408,18,male,biology,4.8,3.7,1.9,no,98.9,4.7,poor,1,master,high,4.9,no,2.76,3,10.0,yes,0,11.6,co-learning group,yes,medium,6,1,10,visual,7.2,70
150792,19,female,engineering,2.5,3.0,0.4,no,98.9,8.1,fair,5,phd,high,7.300000000000001,no,2.76,1,9.3,yes,0,7.6,quiet room,yes,low,9,1,10,reading,6.4,69
150538,23,female,business,5.4,4.4,2.8,no,98.9,6.8,good,0,phd,high,6.1,no,2.71,8,3.4,no,0,14.5,cafe,no,low,2,2,10,visual,3.5,71
153833,27,male,psychology,3.9,1.0,3.0,yes,98.9,5.6,poor,2,some college,medium,4.7,yes,2.65,5,5.0,no,5,8.0,quiet room,yes,medium,10,1,10,visual,1.2,63
159933,25,female,business,4.1,0.2,3.1,yes,98.9,5.3,fair,5,some college,medium,4.8,no,2.63,3,4.9,no,4,8.0,dorm,no,high,8,7,8,reading,3.5,65
101983,17,other,business,1.0,1.0,1.3,no,98.9,9.1,poor,0,phd,medium,5.4,yes,2.61,6,5.0,no,2,3.6,cafe,no,low,5,2,10,auditory,3.0,63
162554,24,female,engineering,2.8,5.0,3.7,yes,98.9,5.5,good,5,master,medium,5.1,no,2.6,7,2.6,no,0,12.3,cafe,no,low,8,5,10,kinesthetic,4.4,68
173226,22,male,engineering,5.9,4.7,1.5,no,98.9,6.0,good,3,some college,low,7.2,no,2.59,8,3.8,no,0,13.3,dorm,no,low,8,4,10,visual,1.2,66
154496,23,other,computer science,2.23800943928148,3.8,2.0,no,98.9,6.8,good,0,phd,medium,7.9,yes,2.59,2,2.2,no,3,8.8,co-learning group,yes,low,10,2,10,visual,6.5,61
125766,20,other,arts,2.8,0.8,1.6,no,98.9,5.8,fair,1,master,high,4.9,no,2.46,8,2.5,no,3,6.6,co-learning group,no,medium,10,2,10,reading,9.7,60
144425,27,other,business,0.0,1.0,1.1,yes,98.9,7.1,poor,1,bachelor,medium,6.7,yes,2.46,3,7.6,no,2,2.4,quiet room,yes,medium,6,3,10,visual,8.0,60
143370,24,female,arts,2.6,4.0,3.5,yes,98.9,7.1,fair,7,high school,high,7.6,yes,2.45,8,4.4,no,2,10.7,dorm,no,low,7,3,10,reading,1.0,73
150269,21,female,business,1.6,4.8,2.0,no,98.9,8.3,good,3,phd,medium,5.3,no,2.15,5,7.0,no,4,9.0,cafe,no,high,3,2,10,visual,3.0,55
147860,20,male,psychology,9.3,4.9,3.2,no,98.8,6.2,good,5,phd,high,7.4,yes,4.0,1,4.8,no,0,19.0,dorm,no,high,7,8,7,auditory,4.9,100
116997,25,other,arts,8.2,1.7,2.4,no,98.8,5.5,fair,4,bachelor,low,6.2,yes,4.0,8,5.4,no,0,12.8,dorm,yes,low,4,1,10,visual,7.3,100
147739,25,male,psychology,8.1,2.8,1.6,no,98.8,8.8,good,1,phd,high,7.6,no,4.0,6,1.7,no,4,14.0,co-learning group,yes,medium,2,1,10,auditory,7.5,97
174794,27,male,arts,7.8,2.6,3.6,yes,98.8,8.1,good,3,bachelor,high,7.6,no,4.0,1,4.7,no,1,14.9,quiet room,no,high,4,1,10,auditory,3.9,96
151088,19,male,arts,7.2,2.7,3.5,yes,98.8,8.9,fair,4,bachelor,medium,6.9,no,4.0,7,7.5,no,3,15.2,co-learning group,yes,low,1,4,10,auditory,8.4,100
151615,25,female,arts,6.7,2.2,3.8,yes,98.8,7.8,fair,7,phd,medium,5.0,yes,4.0,8,8.2,no,0,13.0,dorm,no,low,6,9,6,kinesthetic,9.0,89
177570,28,male,arts,6.5,1.5,0.5,yes,98.8,6.8,fair,6,master,medium,6.0,no,4.0,5,8.7,no,5,9.9,co-learning group,yes,medium,10,8,7,kinesthetic,1.2,100
115726,20,other,psychology,6.5,0.4,2.4,no,98.8,9.5,good,7,high school,low,10.0,no,4.0,5,2.1,no,0,10.4,quiet room,no,high,6,8,7,auditory,7.2,94
175618,24,other,biology,6.5,4.3,3.8,no,98.8,4.0,good,7,bachelor,high,6.9,yes,4.0,5,5.1,no,4,15.8,co-learning group,yes,low,7,7,8,reading,5.3,91
142113,23,female,psychology,6.4,2.4,1.0,yes,98.8,6.4,good,5,master,medium,10.0,no,4.0,7,8.7,no,5,11.1,quiet room,yes,low,7,9,6,visual,7.1,100
109294,22,female,engineering,6.2,2.3,1.1,no,98.8,9.3,fair,1,phd,high,5.1,no,4.0,4,2.5,no,5,9.8,quiet room,yes,low,2,7,8,auditory,5.5,98
120779,19,female,computer science,6.144080126364225,1.5,1.7,yes,98.8,8.8,good,6,bachelor,medium,10.0,no,4.0,3,5.3,no,5,9.8,cafe,no,high,7,4,10,visual,6.4,95
101621,17,female,psychology,6.1,1.3,3.5,no,98.8,10.5,poor,1,bachelor,low,10.0,yes,4.0,7,7.0,no,4,11.8,cafe,yes,high,2,3,10,visual,6.2,100
126024,16,female,arts,6.1,0.4,2.3,yes,98.8,6.4,fair,5,phd,medium,6.2,no,4.0,1,6.0,no,1,9.7,quiet room,no,medium,10,5,10,reading,5.1,94
149525,16,male,psychology,5.9,1.4,3.9,yes,98.8,5.9,fair,2,bachelor,low,9.6,no,4.0,7,3.3,no,1,11.4,quiet room,no,high,3,1,10,kinesthetic,1.7,97
146442,24,female,psychology,5.8,3.1,2.8,no,98.8,6.8,fair,2,high school,medium,8.6,yes,4.0,2,5.3,no,1,12.9,dorm,yes,high,8,3,10,auditory,3.9,100
148006,22,male,computer science,5.764756169832493,2.1,2.5,no,98.8,5.0,good,0,bachelor,medium,8.4,no,4.0,5,5.2,no,0,11.9,dorm,no,high,10,6,9,kinesthetic,4.2,100
125470,18,other,business,5.7,4.9,3.3,no,98.8,6.5,fair,5,bachelor,low,7.4,yes,4.0,1,2.7,no,2,14.7,quiet room,no,high,9,3,10,reading,8.9,100
120966,18,male,arts,5.6,2.1,0.6,yes,98.8,7.8,good,0,phd,low,5.8,yes,4.0,8,10.0,no,1,8.4,library,no,high,9,8,7,visual,3.5,100
153089,17,female,business,5.6,0.8,2.7,yes,98.8,6.7,good,3,some college,medium,8.4,yes,4.0,7,5.6,no,1,10.4,dorm,no,medium,8,1,10,auditory,3.9,92
169095,22,male,business,5.3,0.6,2.1,yes,98.8,6.5,fair,6,phd,low,8.9,no,4.0,1,6.2,no,5,8.2,cafe,no,low,8,9,6,auditory,2.9,95
154471,23,male,arts,5.2,1.7,2.6,no,98.8,4.0,good,0,some college,medium,10.0,no,4.0,1,3.4,no,1,10.6,co-learning group,no,low,3,9,6,visual,2.1,99
177015,24,male,engineering,4.9,1.9,3.4,no,98.8,9.3,fair,5,some college,medium,4.4,no,4.0,5,4.9,no,3,11.7,library,yes,low,10,5,10,kinesthetic,2.2,98
159695,23,other,arts,4.8,5.0,3.1,yes,98.8,9.0,good,7,bachelor,high,8.7,yes,4.0,7,5.4,no,0,14.1,quiet room,no,low,1,10,5,kinesthetic,8.9,99
149727,23,other,computer science,4.753400180959574,4.9,1.7,yes,98.8,8.2,fair,0,high school,high,5.9,yes,4.0,3,1.0,no,0,12.6,library,no,high,2,7,8,visual,6.4,100
150840,20,female,engineering,4.4,3.3,1.2,yes,98.8,8.8,fair,4,bachelor,high,5.6,no,4.0,2,6.7,no,5,10.4,quiet room,yes,medium,5,3,10,kinesthetic,4.7,100
115061,23,male,arts,4.3,0.6,2.2,yes,98.8,6.6,fair,5,bachelor,medium,6.9,yes,4.0,6,4.7,no,4,8.2,library,no,medium,10,7,8,kinesthetic,7.2,100
139626,22,other,business,4.3,1.5,1.1,yes,98.8,6.3,good,4,master,low,5.6,no,4.0,8,7.8,no,0,7.6,co-learning group,yes,medium,10,5,10,kinesthetic,4.4,100
159630,25,female,business,4.3,4.4,1.2,no,98.8,6.7,fair,1,bachelor,medium,7.3,yes,4.0,1,4.2,no,0,10.8,co-learning group,yes,low,1,7,8,visual,8.9,99
162058,21,male,arts,4.3,1.6,3.6,yes,98.8,7.3,good,3,bachelor,medium,5.2,yes,4.0,5,4.5,no,1,10.6,quiet room,yes,medium,9,9,6,visual,3.5,96
119301,18,female,computer science,4.240949329916438,4.1,0.7,yes,98.8,9.1,good,7,master,low,8.1,no,4.0,4,4.0,no,4,9.7,library,no,low,7,2,10,visual,9.8,95
135685,21,male,business,4.0,4.0,3.5,no,98.8,8.2,fair,2,some college,low,4.0,yes,4.0,1,7.6,no,4,12.9,co-learning group,yes,low,10,10,5,reading,4.9,97
151389,19,other,business,3.9,1.9,0.4,yes,98.8,8.2,good,2,bachelor,low,5.9,yes,4.0,4,1.0,no,5,8.2,quiet room,no,medium,9,10,5,reading,2.8,100
121016,18,female,engineering,3.7,3.7,2.2,yes,98.8,7.1,fair,7,some college,high,4.4,yes,4.0,6,4.4,no,2,9.8,cafe,yes,medium,9,8,7,kinesthetic,2.1,98
167018,23,other,business,3.7,2.6,2.0,yes,98.8,7.6,good,7,phd,medium,10.0,no,4.0,6,1.1,no,0,9.3,co-learning group,no,medium,9,6,9,reading,2.1,98
139751,19,other,psychology,3.6,4.0,0.5,yes,98.8,5.2,good,3,high school,medium,8.6,no,4.0,1,4.2,no,3,9.1,quiet room,yes,medium,6,8,7,visual,3.2,100
168817,25,male,psychology,3.6,0.4,0.2,no,98.8,6.0,good,7,some college,low,8.4,no,4.0,5,3.5,no,3,5.7,dorm,yes,high,5,7,8,kinesthetic,7.9,95
165940,24,female,biology,3.6,2.4,3.4,yes,98.8,5.1,poor,0,phd,high,5.4,no,4.0,6,6.7,no,4,11.2,cafe,no,low,3,9,6,auditory,9.1,93
101557,24,other,computer science,3.477343014004827,0.4,1.7,no,98.8,6.5,good,4,master,high,7.8,no,4.0,6,1.8,no,2,6.7,quiet room,yes,high,4,7,8,reading,3.3,100
141635,27,other,computer science,3.193781110488911,4.2,1.7,no,98.8,4.7,poor,6,bachelor,medium,6.0,yes,4.0,6,4.2,no,3,11.0,dorm,yes,low,4,9,6,visual,8.5,94
158676,20,male,business,2.8,3.6,2.4,no,98.8,7.1,good,6,bachelor,medium,8.0,no,4.0,6,5.1,no,0,9.9,quiet room,yes,low,3,3,10,reading,2.3,96
118439,19,female,computer science,2.676054026273956,0.3,1.3,no,98.8,6.5,good,4,phd,medium,7.3,yes,4.0,6,3.6,no,5,5.5,quiet room,yes,low,2,9,6,visual,4.5,100
116162,23,female,biology,2.6,2.8,2.7,yes,98.8,9.5,fair,4,bachelor,high,6.7,yes,4.0,6,6.0,no,3,8.4,quiet room,yes,medium,5,3,10,reading,5.6,100
129697,22,other,engineering,2.6,2.6,0.2,yes,98.8,7.6,good,2,bachelor,medium,6.6,no,4.0,5,6.4,no,3,6.1,library,yes,low,4,10,5,auditory,3.2,93
178251,28,male,arts,2.4,4.4,2.3,yes,98.8,4.3,poor,7,phd,high,5.2,yes,4.0,6,2.7,no,5,9.7,library,yes,high,7,6,9,kinesthetic,9.3,100
150841,19,male,arts,2.4,1.7,3.8,yes,98.8,8.2,good,6,some college,medium,7.9,no,4.0,4,5.1,no,1,8.1,co-learning group,yes,medium,3,10,5,visual,9.9,97
119903,20,other,psychology,2.3,1.5,1.1,no,98.8,8.1,good,2,phd,high,5.6,no,4.0,3,4.2,no,5,6.1,dorm,yes,low,9,3,10,reading,4.2,100
172227,24,other,engineering,2.3,4.2,3.7,no,98.8,5.7,fair,3,high school,low,6.9,no,4.0,3,5.5,no,4,11.2,co-learning group,no,low,10,9,6,auditory,7.0,100
126520,27,male,arts,2.2,0.5,2.5,yes,98.8,7.1,poor,0,some college,medium,7.2,yes,4.0,3,2.3,no,4,5.7,quiet room,yes,medium,3,10,5,reading,1.1,100
125182,19,male,business,1.2,0.3,2.0,no,98.8,6.9,poor,0,high school,low,4.5,no,4.0,2,4.4,no,1,4.1,library,no,medium,2,8,7,visual,9.3,100
179354,18,male,engineering,0.8,2.6,0.2,no,98.8,4.0,fair,6,phd,low,8.2,no,4.0,2,4.9,no,1,4.3,cafe,yes,high,8,4,10,auditory,6.7,94
145851,22,other,psychology,0.6,3.9,3.1,yes,98.8,9.4,fair,2,bachelor,high,6.3,yes,4.0,7,4.8,no,1,9.4,quiet room,no,high,8,10,5,kinesthetic,9.4,100
101395,28,other,arts,0.0,2.6,2.0,yes,98.8,6.2,poor,0,bachelor,high,6.1,no,4.0,4,5.5,no,1,5.3,quiet room,yes,high,4,10,5,reading,1.7,94
110724,28,female,arts,3.2,3.4,2.2,yes,98.8,8.3,poor,5,bachelor,low,7.300000000000001,yes,3.99,3,7.1,no,4,10.7,dorm,no,low,5,2,10,kinesthetic,8.8,95
154881,18,female,business,1.5,0.3,0.4,no,98.8,5.2,good,2,bachelor,medium,10.0,no,3.99,8,4.8,no,4,3.9,dorm,no,high,8,8,7,reading,1.1,100
137135,25,female,engineering,2.6,3.1,0.0,yes,98.8,7.0,good,7,high school,high,5.5,yes,3.98,6,5.0,no,0,6.9,co-learning group,yes,medium,3,9,6,visual,3.9,96
130035,23,female,arts,1.6,0.6,3.9,no,98.8,7.8,poor,1,master,high,9.4,no,3.98,8,5.0,no,4,6.9,cafe,yes,medium,10,7,8,reading,8.6,100
113394,28,other,engineering,4.9,1.3,0.6,no,98.8,5.7,poor,5,bachelor,medium,2.8,yes,3.96,5,7.1,no,3,7.3,quiet room,no,high,2,4,10,reading,2.1,90
152083,18,female,arts,4.4,4.7,0.0,no,98.8,6.7,poor,0,bachelor,low,6.2,yes,3.96,4,3.7,no,0,9.3,cafe,yes,high,1,3,10,kinesthetic,9.9,90
117957,25,male,psychology,5.2,0.6,2.0,yes,98.8,9.0,good,4,some college,low,4.4,no,3.93,7,8.3,no,1,8.0,library,no,high,5,9,6,visual,5.9,94
145318,22,other,computer science,2.1152060774511234,4.1,0.1,no,98.8,5.9,good,1,master,low,7.5,yes,3.93,3,4.5,no,4,7.8,quiet room,no,low,8,9,6,reading,7.1,100
168872,20,female,arts,3.9,3.5,1.6,no,98.8,7.9,fair,5,phd,high,6.8,no,3.92,6,7.9,no,0,10.0,library,no,high,7,7,8,visual,3.1,98
111334,28,male,engineering,3.7,0.9,0.9,yes,98.8,7.1,poor,3,phd,low,5.9,yes,3.91,2,4.5,no,1,7.0,quiet room,yes,high,10,9,6,auditory,2.9,97
100983,25,male,engineering,5.8,0.6,2.5,yes,98.8,6.5,good,0,some college,high,9.1,yes,3.9,3,8.1,yes,5,10.8,cafe,no,medium,10,1,10,reading,1.3,100
158495,19,male,business,5.2,1.2,3.2,no,98.8,8.1,fair,0,master,high,8.8,yes,3.9,5,4.0,no,0,11.6,library,no,medium,2,2,10,visual,1.2,100
160846,19,male,computer science,2.018992138638251,4.8,3.9,yes,98.8,6.0,fair,2,bachelor,low,8.0,no,3.9,4,1.7,no,4,12.5,co-learning group,yes,high,3,7,8,auditory,2.2,100
171818,19,female,arts,4.1,3.2,1.9,no,98.8,7.2,good,5,some college,medium,10.0,no,3.89,8,6.6,no,3,9.9,co-learning group,yes,high,7,2,10,auditory,4.0,100
175620,24,other,psychology,4.0,2.5,0.1,yes,98.8,8.9,good,4,high school,high,8.6,yes,3.88,5,3.5,no,0,7.2,cafe,no,low,4,1,10,kinesthetic,5.6,95
167096,16,male,engineering,3.9,1.9,2.0,yes,98.8,7.1,good,1,high school,high,6.6,no,3.88,8,3.9,no,2,9.4,library,no,medium,3,6,9,kinesthetic,2.2,100
160734,25,female,arts,4.0,0.7,0.2,no,98.8,5.8,fair,4,phd,medium,9.7,yes,3.86,5,4.7,no,3,5.9,dorm,yes,low,3,10,5,auditory,7.9,100
179228,27,other,business,3.5,0.8,1.0,yes,98.8,6.1,good,0,some college,high,6.1,no,3.85,7,3.9,no,2,5.9,quiet room,no,high,6,5,10,reading,5.8,94
177456,27,female,psychology,2.3,2.1,2.7,no,98.8,5.8,fair,0,some college,high,7.1,yes,3.84,7,6.0,no,1,8.7,co-learning group,no,low,5,10,5,visual,1.1,97
115259,28,female,biology,5.8,0.9,0.3,yes,98.8,7.0,good,2,some college,medium,8.0,no,3.83,2,4.3,no,3,8.8,quiet room,no,high,1,4,10,visual,1.3,97
156844,26,female,engineering,5.6,1.3,2.1,no,98.8,7.8,good,6,master,low,8.6,no,3.81,8,3.9,no,4,9.3,cafe,no,high,3,2,10,reading,1.6,85
112474,21,male,engineering,3.5,3.0,1.0,yes,98.8,7.3,fair,4,some college,medium,6.0,no,3.78,4,6.0,no,0,7.7,co-learning group,no,medium,4,9,6,visual,9.2,93
150483,18,other,business,3.9,2.0,1.7,yes,98.8,8.0,fair,2,some college,high,7.0,yes,3.74,4,6.1,no,0,8.3,cafe,yes,high,8,1,10,reading,10.0,99
162464,24,male,computer science,5.270243680400821,1.1,1.2,yes,98.8,6.7,good,5,high school,high,8.0,no,3.73,7,5.0,no,3,8.9,library,yes,medium,8,2,10,kinesthetic,1.6,100
143948,24,female,arts,3.4,2.5,3.0,yes,98.8,7.6,good,4,phd,medium,8.7,yes,3.73,5,5.7,no,4,10.3,cafe,yes,medium,9,3,10,visual,6.4,90
173012,27,other,computer science,6.711687766625211,3.7,3.8,no,98.8,8.3,fair,3,some college,high,4.5,no,3.72,1,4.1,no,0,15.8,library,yes,low,4,6,9,auditory,5.4,100
145382,24,female,business,1.0,1.2,0.6,yes,98.8,8.3,fair,7,some college,low,6.1,no,3.69,4,9.9,no,1,4.3,quiet room,no,high,2,5,10,kinesthetic,4.5,91
170859,28,female,computer science,4.175405127867868,3.7,0.3,yes,98.8,5.6,good,7,bachelor,low,9.9,no,3.68,3,4.7,no,0,10.1,library,yes,low,10,4,10,visual,7.3,90
110053,28,other,engineering,0.2,1.7,2.3,yes,98.8,8.9,fair,6,master,low,6.5,yes,3.67,5,6.0,no,4,5.2,library,no,high,2,7,8,auditory,6.5,88
175540,26,other,engineering,5.4,1.7,1.2,no,98.8,8.0,good,4,phd,medium,5.6,yes,3.66,3,5.3,no,2,9.2,cafe,yes,low,5,6,9,kinesthetic,6.1,89
154574,21,male,biology,2.2,1.4,0.9,yes,98.8,8.0,good,5,some college,low,2.8,yes,3.66,4,7.5,no,3,4.7,dorm,yes,high,4,4,10,kinesthetic,3.9,88
179528,24,female,psychology,2.1,1.8,1.5,yes,98.8,10.5,good,3,phd,medium,8.2,no,3.66,5,2.5,no,0,6.5,cafe,no,medium,7,6,9,auditory,2.5,89
162839,16,other,engineering,1.4,0.4,0.6,yes,98.8,8.3,poor,7,master,low,3.2,yes,3.65,1,7.3,no,5,2.5,library,yes,medium,5,3,10,visual,8.8,93
161887,28,female,engineering,5.4,0.7,1.7,yes,98.8,8.8,fair,5,master,low,8.1,yes,3.64,7,2.3,no,3,8.2,co-learning group,no,medium,10,3,10,auditory,6.6,86
178279,28,other,computer science,4.595097810446253,0.4,0.0,yes,98.8,6.4,poor,0,phd,medium,7.0,no,3.64,2,6.4,no,2,6.1,cafe,no,low,6,5,10,visual,4.4,91
156997,27,other,arts,4.0,0.2,3.9,no,98.8,5.8,good,0,master,high,8.5,no,3.63,2,5.2,no,2,8.6,dorm,yes,medium,8,4,10,kinesthetic,1.6,91
163401,24,male,psychology,1.7,4.2,1.9,yes,98.8,6.7,good,5,phd,high,6.1,no,3.63,8,7.0,no,1,8.0,library,no,medium,4,2,10,kinesthetic,6.3,89
115353,23,female,arts,1.5,2.2,2.6,no,98.8,7.3,good,5,bachelor,high,7.8,no,3.62,8,5.9,no,4,7.8,cafe,yes,medium,3,5,10,reading,8.9,87
